,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh
CD9,0.43751076459791116,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00022090320996397364,,,0.011563469779813802
DSC2,0.4340892586187142,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00018037501966093592,,,0.011563469779813802
LUM,0.4317241608571926,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00014406332623467357,,,0.011563469779813802
SCD,0.42542637667449895,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.0002302728655110316,,,0.011563469779813802
SFRP1,0.42291694609636576,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00016134622932960664,,,0.011563469779813802
KRT16,0.4058536587620535,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00020072898521080357,,,0.011563469779813802
BASP1,0.40489005889384044,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00014428522811098487,,,0.011563469779813802
ELF3,0.3839718844500361,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00019125370209405575,,,0.011563469779813802
FOXA1,0.38050218072761377,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.000184560468312023,,,0.011563469779813802
CLDN4,0.3755641148814774,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.0002357007809268666,,,0.011563469779813802
MYLK,0.37387715411766165,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00018813343377172906,,,0.011563469779813802
PTN,0.36917033475820726,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.0001395494457808887,,,0.011563469779813802
FBLN1,0.3640015129004046,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00018646708848955122,,,0.011563469779813802
CXCL12,0.3615788409241921,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.0001575833125086571,,,0.011563469779813802
DST,0.35815229470345983,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00013535155905877982,,,0.011563469779813802
ACTA2,0.3353647180177712,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00014900535172843266,,,0.011563469779813802
TPD52,0.3313159404090357,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.0001438603772094311,,,0.011563469779813802
ELF5,0.3295754155796437,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00020116992448345868,,,0.011563469779813802
AGR3,0.3251905233339959,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00022449136387434003,,,0.011563469779813802
CRISPLD2,0.3114202877167567,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00012839212108253128,,,0.011563469779813802
ANKRD30A,0.30565247428567427,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00016295045893076408,,,0.011563469779813802
LYPD3,0.3027194832137389,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00016091475065525482,,,0.011563469779813802
TCIM,0.29896132263659286,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00016202977393118458,,,0.011563469779813802
PIGR,0.2929500798417687,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00013319883975257033,,,0.011563469779813802
FLNB,0.2902328497357028,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.0001103303854824222,,,0.011563469779813802
CTTN,0.28558470781408196,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00012266734673164705,,,0.011563469779813802
KIT,0.2855287423152154,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00013333864611525238,,,0.011563469779813802
GJB2,0.2847868610757041,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00017394416703493738,,,0.011563469779813802
JUP,0.28297117368271135,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.0001529533914240793,,,0.011563469779813802
ADH1B,0.2814621102885006,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.000141537059745611,,,0.011563469779813802
AQP1,0.2790103612835058,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00012855223834208612,,,0.011563469779813802
SFRP4,0.2776386041106129,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00017350237672523433,,,0.011563469779813802
MLPH,0.2757795216551808,0.0,0.0001243050288964213,0.0,0.009900990099009901,0.00012761983089780776,,,0.011563469779813802
